,income_total_count,census_tract,less_than_10000_percentage_total,10000_to_14999_percentage_total,15000_to_19999_percentage_total,20000_to_24999_percentage_total,25000_to_29999_percentage_total,30000_to_34999_percentage_total,35000_to_39999_percentage_total,40000_to_44999_percentage_total,45000_to_49999_percentage_total,50000_to_59999_percentage_total,60000_to_74999_percentage_total,75000_to_99999_percentage_total,100000_to_124999_percentage_total,125000_to_149999_percentage_total,150000_to_199999_percentage_total,200000_or_more_percentage_total
"Census Tract 11.01, Denver County, Colorado!!Estimate",999,08031001101,0.11311311311311312,0.05005005005005005,0.021021021021021023,0.043043043043043044,0.0,0.0920920920920921,0.031031031031031032,0.037037037037037035,0.006006006006006006,0.11011011011011011,0.035035035035035036,0.08008008008008008,0.05805805805805806,0.14214214214214213,0.06806806806806807,0.11311311311311312
"Census Tract 11.02, Denver County, Colorado!!Estimate","2,352",08031001102,0.04081632653061224,0.03188775510204082,0.013605442176870748,0.0352891156462585,0.0055272108843537416,0.016156462585034014,0.00977891156462585,0.041666666666666664,0.0195578231292517,0.05272108843537415,0.08715986394557823,0.16709183673469388,0.07355442176870748,0.09268707482993198,0.08375850340136054,0.22874149659863946
"Census Tract 13.01, Denver County, Colorado!!Estimate","1,706",08031001301,0.0627198124267292,0.02403282532239156,0.053927315357561546,0.0123094958968347,0.015826494724501757,0.053927315357561546,0.05275498241500586,0.07678780773739742,0.009378663540445486,0.15064478311840562,0.17409144196951934,0.15885111371629543,0.05920281359906213,0.043962485345838215,0.038686987104337635,0.012895662368112544
"Census Tract 13.02, Denver County, Colorado!!Estimate","1,340",08031001302,0.05522388059701493,0.03507462686567164,0.05298507462686567,0.03731343283582089,0.07686567164179105,0.07014925373134329,0.05895522388059701,0.030597014925373135,0.06343283582089553,0.04776119402985075,0.1126865671641791,0.06716417910447761,0.08208955223880597,0.019402985074626865,0.16492537313432837,0.025373134328358207
"Census Tract 14.01, Denver County, Colorado!!Estimate","1,978",08031001401,0.14812942366026288,0.038928210313447925,0.08543983822042467,0.08442871587462084,0.027805864509605663,0.0692618806875632,0.044489383215369056,0.050050556117290194,0.008088978766430738,0.08442871587462084,0.0525783619817998,0.12740141557128412,0.13953488372093023,0.012639029322548028,0.003033367037411527,0.023761375126390292
"Census Tract 14.02, Denver County, Colorado!!Estimate","1,500",08031001402,0.15333333333333332,0.04133333333333333,0.048,0.03666666666666667,0.01,0.056,0.03933333333333333,0.009333333333333334,0.048,0.09866666666666667,0.16866666666666666,0.09733333333333333,0.08533333333333333,0.03266666666666666,0.04066666666666666,0.034666666666666665
"Census Tract 14.03, Denver County, Colorado!!Estimate","1,553",08031001403,0.07533805537669028,0.0103026400515132,0.0077269800386349004,0.028976175144880875,0.08821635544108178,0.01674179008370895,0.03734707018673535,0.05215711526078558,0.0360592401802962,0.06632324533161622,0.15132002575660014,0.09465550547327753,0.08370895041854476,0.09980682549903412,0.0437862202189311,0.10753380553766903
"Census Tract 15, Denver County, Colorado!!Estimate","1,202",08031001500,0.08319467554076539,0.024958402662229616,0.0632279534109817,0.07487520798668885,0.0740432612312812,0.021630615640599003,0.021630615640599003,0.018302828618968387,0.010815307820299502,0.16805324459234608,0.1772046589018303,0.1048252911813644,0.015806988352745424,0.04658901830282862,0.014975041597337771,0.07986688851913477
"Census Tract 16.01, Denver County, Colorado!!Estimate","1,201",08031001601,0.006661115736885929,0.01498751040799334,0.00749375520399667,0.051623646960865945,0.0,0.0,0.07077435470441298,0.0,0.051623646960865945,0.0649458784346378,0.07327227310574522,0.06827643630308076,0.1482098251457119,0.07660283097418817,0.19317235636969193,0.1723563696919234
"Census Tract 16.02, Denver County, Colorado!!Estimate","2,128",08031001602,0.023026315789473683,0.021616541353383457,0.009398496240601503,0.0,0.01738721804511278,0.009868421052631578,0.017857142857142856,0.007518796992481203,0.016917293233082706,0.049342105263157895,0.13815789473684212,0.18045112781954886,0.08975563909774437,0.1574248120300752,0.19642857142857142,0.06484962406015038
"Census Tract 16.03, Denver County, Colorado!!Estimate","2,743",08031001603,0.12212905577834487,0.014218009478672985,0.13197229310973388,0.014582573824279986,0.01093693036820999,0.06270506744440393,0.022238425082026978,0.025519504192489974,0.008749544294567991,0.04629967189208895,0.06744440393729494,0.12905577834487786,0.044841414509660955,0.07874589865111192,0.16405395552314983,0.05650747356908494
"Census Tract 17.03, Denver County, Colorado!!Estimate","1,736",08031001703,0.05069124423963134,0.0,0.020161290322580645,0.0,0.012096774193548387,0.01728110599078341,0.0,0.013824884792626729,0.056451612903225805,0.09216589861751152,0.05414746543778802,0.2206221198156682,0.10368663594470046,0.1175115207373272,0.08237327188940093,0.15898617511520738
"Census Tract 17.04, Denver County, Colorado!!Estimate","1,329",08031001704,0.10158013544018059,0.09405568096313018,0.021068472535741158,0.05041384499623777,0.0,0.03160270880361174,0.028592927012791574,0.028592927012791574,0.01805869074492099,0.019563581640331076,0.05869074492099323,0.163280662151994,0.04740406320541761,0.09255079006772009,0.07524454477050414,0.16930022573363432
"Census Tract 17.05, Denver County, Colorado!!Estimate","1,825",08031001705,0.024657534246575342,0.03561643835616438,0.03178082191780822,0.0,0.0,0.0,0.027945205479452055,0.0,0.01315068493150685,0.10191780821917808,0.10356164383561643,0.11178082191780822,0.0936986301369863,0.04821917808219178,0.055342465753424656,0.35232876712328765
"Census Tract 17.06, Denver County, Colorado!!Estimate","1,454",08031001706,0.08940852819807428,0.017881705639614855,0.03645116918844567,0.013067400275103164,0.09147180192572214,0.013755158184319119,0.061898211829436035,0.026134800550206328,0.03576341127922971,0.026134800550206328,0.12585969738651995,0.06671251719394773,0.19944979367262725,0.09903713892709766,0.018569463548830812,0.07840440165061899
"Census Tract 17.07, Denver County, Colorado!!Estimate","1,162",08031001707,0.12048192771084337,0.019793459552495698,0.043029259896729774,0.02495697074010327,0.0,0.03614457831325301,0.0189328743545611,0.010327022375215147,0.014629948364888123,0.1333907056798623,0.04647160068846816,0.02495697074010327,0.03700516351118761,0.060240963855421686,0.08433734939759036,0.3253012048192771
"Census Tract 18, Denver County, Colorado!!Estimate","1,681",08031001800,0.11302795954788816,0.12314098750743604,0.06900654372397383,0.04104699583581202,0.010707911957168352,0.08804283164782867,0.01189767995240928,0.00892325996430696,0.007733491969066032,0.09577632361689471,0.07674003569303986,0.12314098750743604,0.09994051160023795,0.022605591909577633,0.0529446757882213,0.055324211778703156
"Census Tract 19.01, Denver County, Colorado!!Estimate","1,357",08031001901,0.1709653647752395,0.04716285924834193,0.08032424465733234,0.04126750184229919,0.029476787030213707,0.07811348563006633,0.023581429624170966,0.013264554163596167,0.03758290346352248,0.029476787030213707,0.25497420781134855,0.011790714812085483,0.058953574060427415,0.025792188651436992,0.039056742815033164,0.05821665438467207
"Census Tract 20, Denver County, Colorado!!Estimate","1,556",08031002000,0.05462724935732648,0.04691516709511568,0.016709511568123392,0.016709511568123392,0.07069408740359898,0.008997429305912597,0.009640102827763496,0.02699228791773779,0.006426735218508998,0.04884318766066838,0.055269922879177376,0.10796915167095116,0.10604113110539845,0.09704370179948586,0.17287917737789202,0.15424164524421594
"Census Tract 21.01, Denver County, Colorado!!Estimate","1,398",08031002101,0.08082975679542204,0.0,0.029327610872675252,0.034334763948497854,0.02575107296137339,0.02074391988555079,0.011444921316165951,0.034334763948497854,0.0,0.04864091559370529,0.08226037195994278,0.09012875536480687,0.10658082975679542,0.09298998569384835,0.15879828326180256,0.1838340486409156
"Census Tract 21.02, Denver County, Colorado!!Estimate","1,552",08031002102,0.05025773195876289,0.04768041237113402,0.011597938144329897,0.011597938144329897,0.00902061855670103,0.03414948453608247,0.05219072164948454,0.0,0.04832474226804124,0.15141752577319587,0.15077319587628865,0.10695876288659793,0.09213917525773196,0.07667525773195877,0.08440721649484537,0.07280927835051547
"Census Tract 23, Denver County, Colorado!!Estimate","2,068",08031002300,0.047872340425531915,0.037717601547388784,0.0,0.07205029013539652,0.0033849129593810446,0.01402321083172147,0.033365570599613155,0.043036750483559,0.045938104448742745,0.03868471953578337,0.04642166344294004,0.10880077369439071,0.08268858800773694,0.09429400386847195,0.17794970986460348,0.15377176015473887
"Census Tract 24.02, Denver County, Colorado!!Estimate",742,08031002402,0.09299191374663072,0.022911051212938006,0.05121293800539083,0.02425876010781671,0.029649595687331536,0.0215633423180593,0.03099730458221024,0.0,0.06873315363881402,0.0862533692722372,0.03504043126684636,0.06334231805929919,0.11994609164420485,0.11185983827493262,0.09029649595687332,0.1509433962264151
"Census Tract 24.04, Denver County, Colorado!!Estimate",654,08031002404,0.22018348623853212,0.07033639143730887,0.0,0.0779816513761468,0.016819571865443424,0.0,0.0,0.0,0.0,0.154434250764526,0.12079510703363915,0.0,0.027522935779816515,0.0,0.11314984709480122,0.19877675840978593
