,income_total_count,census_tract,less_than_10000_percentage_total,10000_to_14999_percentage_total,15000_to_19999_percentage_total,20000_to_24999_percentage_total,25000_to_29999_percentage_total,30000_to_34999_percentage_total,35000_to_39999_percentage_total,40000_to_44999_percentage_total,45000_to_49999_percentage_total,50000_to_59999_percentage_total,60000_to_74999_percentage_total,75000_to_99999_percentage_total,100000_to_124999_percentage_total,125000_to_149999_percentage_total,150000_to_199999_percentage_total,200000_or_more_percentage_total
"Census Tract 85.59, Adams County, Colorado!!Estimate","2,169",08001008559,0.005532503457814661,0.004149377593360996,0.00875979714153988,0.0,0.03826648224988474,0.008298755186721992,0.009681881051175657,0.04426002766251729,0.015675426463808206,0.08068234209313048,0.1313969571230982,0.2111572153065929,0.19225449515905949,0.11341632088520055,0.10050714615029968,0.035961272475795295
"Census Tract 85.60, Adams County, Colorado!!Estimate",578,08001008560,0.015570934256055362,0.0,0.0,0.0,0.01384083044982699,0.0,0.0,0.0,0.02768166089965398,0.04498269896193772,0.03806228373702422,0.07785467128027682,0.06401384083044982,0.14705882352941177,0.19377162629757785,0.3771626297577855
"Census Tract 85.61, Adams County, Colorado!!Estimate","1,678",08001008561,0.0,0.0,0.0029797377830750892,0.004767580452920143,0.014302741358760428,0.006555423122765197,0.01907032181168057,0.01132300357568534,0.04767580452920143,0.03158522050059595,0.09713945172824791,0.16090584028605484,0.09773539928486293,0.08879618593563766,0.19308700834326578,0.22407628128724671
"Census Tract 85.62, Adams County, Colorado!!Estimate","1,348",08001008562,0.0,0.032640949554896145,0.008160237388724036,0.04376854599406528,0.0,0.0,0.022997032640949554,0.026706231454005934,0.0,0.08753709198813056,0.09347181008902077,0.17136498516320475,0.18694362017804153,0.15207715133531158,0.08753709198813056,0.08679525222551929
"Census Tract 85.63, Adams County, Colorado!!Estimate","1,306",08001008563,0.01454823889739663,0.013016845329249618,0.0,0.020673813169984685,0.0,0.02909647779479326,0.0,0.004594180704441042,0.02909647779479326,0.05819295558958652,0.09647779479326186,0.17151607963246554,0.2105666156202144,0.27565084226646247,0.052833078101071976,0.023736600306278714
"Census Tract 85.64, Adams County, Colorado!!Estimate",372,08001008564,0.0,0.0,0.03494623655913978,0.0,0.1532258064516129,0.0,0.07795698924731183,0.10752688172043011,0.0,0.10483870967741936,0.12096774193548387,0.04032258064516129,0.18548387096774194,0.17473118279569894,0.0,0.0
"Census Tract 85.65, Adams County, Colorado!!Estimate","2,178",08001008565,0.0440771349862259,0.0,0.03948576675849403,0.017447199265381085,0.020202020202020204,0.07667584940312214,0.03213957759412305,0.032598714416896234,0.048668503213957756,0.1418732782369146,0.07943067033976126,0.08402203856749312,0.10560146923783287,0.0573921028466483,0.13728191000918274,0.08310376492194674
"Census Tract 86.03, Adams County, Colorado!!Estimate",678,08001008603,0.12684365781710916,0.11356932153392331,0.11651917404129794,0.07669616519174041,0.02654867256637168,0.025073746312684365,0.04129793510324484,0.07964601769911504,0.10176991150442478,0.05309734513274336,0.061946902654867256,0.051622418879056046,0.058997050147492625,0.01327433628318584,0.05309734513274336,0.0
"Census Tract 86.04, Adams County, Colorado!!Estimate","1,117",08001008604,0.051924798567591766,0.022381378692927483,0.01432408236347359,0.01432408236347359,0.0008952551477170994,0.005371530886302597,0.03670546105640107,0.03222918531781558,0.09489704565801253,0.09758281110116383,0.170993733213966,0.21396598030438674,0.09937332139659803,0.08057296329453895,0.04297224709042077,0.021486123545210387
"Census Tract 86.05, Adams County, Colorado!!Estimate","1,360",08001008605,0.05588235294117647,0.041176470588235294,0.030147058823529412,0.05,0.01764705882352941,0.014705882352941176,0.007352941176470588,0.06397058823529411,0.026470588235294117,0.15808823529411764,0.03308823529411765,0.11911764705882352,0.10147058823529412,0.08308823529411764,0.0838235294117647,0.11397058823529412
"Census Tract 86.06, Adams County, Colorado!!Estimate","2,393",08001008606,0.01671541997492687,0.045967404931048894,0.017969076473046384,0.028834099456748852,0.017969076473046384,0.07187630589218554,0.0651901379022148,0.1274550773088174,0.0442958629335562,0.07939824488090264,0.10154617634768073,0.13497701629753447,0.124111993313832,0.02381947346427079,0.06644379440033431,0.03343083994985374
"Census Tract 87.05, Adams County, Colorado!!Estimate","1,467",08001008705,0.13496932515337423,0.02794819359236537,0.021131561008861623,0.03749147920927062,0.0736196319018405,0.08725289706884799,0.021131561008861623,0.09134287661895024,0.033401499659168374,0.08043626448534424,0.11315610088616224,0.12610770279481937,0.02794819359236537,0.06680299931833675,0.0354464894342195,0.021813224267211998
"Census Tract 87.06, Adams County, Colorado!!Estimate","1,701",08001008706,0.05291005291005291,0.09700176366843033,0.03292181069958848,0.09288653733098177,0.005291005291005291,0.007054673721340388,0.1746031746031746,0.05408583186360964,0.03292181069958848,0.102880658436214,0.14814814814814814,0.05291005291005291,0.07172251616696061,0.047031158142269255,0.027630805408583186,0.0
"Census Tract 87.09, Adams County, Colorado!!Estimate","2,771",08001008709,0.07506315409599422,0.1678094550703717,0.07037170696499459,0.03536629375676651,0.009743774810537712,0.041501263081919884,0.040779501984843015,0.12991699747383617,0.01732226632984482,0.07867195958137857,0.09779862865391556,0.08697221219776254,0.05268856008661133,0.03392277156261277,0.02381811620353663,0.03825333814507398
"Census Tract 88.01, Adams County, Colorado!!Estimate","1,382",08001008801,0.02532561505065123,0.057163531114327065,0.005788712011577424,0.07525325615050651,0.08176555716353111,0.0361794500723589,0.03328509406657019,0.03979739507959479,0.052821997105643996,0.1671490593342981,0.15991316931982633,0.08031837916063676,0.09334298118668596,0.0658465991316932,0.024602026049204053,0.001447178002894356
"Census Tract 88.02, Adams County, Colorado!!Estimate","1,167",08001008802,0.01970865467009426,0.032562125107112254,0.013710368466152529,0.05398457583547558,0.032562125107112254,0.05141388174807198,0.05227077977720651,0.09511568123393316,0.13024850042844902,0.05227077977720651,0.06426735218508997,0.16709511568123395,0.06855184233076264,0.11739502999143102,0.04884318766066838,0.0
"Census Tract 89.01, Adams County, Colorado!!Estimate",724,08001008901,0.023480662983425413,0.04419889502762431,0.031767955801104975,0.03038674033149171,0.03729281767955801,0.04696132596685083,0.04419889502762431,0.022099447513812154,0.03314917127071823,0.09806629834254144,0.08977900552486189,0.31215469613259667,0.1132596685082873,0.03591160220994475,0.019337016574585635,0.017955801104972375
"Census Tract 90.01, Adams County, Colorado!!Estimate","1,437",08001009001,0.10368823938761308,0.025052192066805846,0.0,0.020876826722338204,0.059846903270702856,0.033402922755741124,0.060542797494780795,0.11134307585247043,0.054279749478079335,0.033402922755741124,0.07724425887265135,0.22964509394572025,0.07654836464857341,0.06680584551148225,0.025748086290883786,0.021572720946416143
"Census Tract 90.03, Adams County, Colorado!!Estimate","1,413",08001009003,0.008492569002123142,0.007077140835102618,0.01840056617126681,0.03326256192498231,0.01627742392073602,0.007077140835102618,0.02689313517338995,0.044585987261146494,0.05874026893135174,0.10191082802547771,0.21231422505307856,0.050955414012738856,0.08917197452229299,0.19886765746638357,0.03255484784147204,0.09341825902335456
"Census Tract 90.04, Adams County, Colorado!!Estimate","1,680",08001009004,0.055952380952380955,0.01369047619047619,0.030357142857142857,0.005952380952380952,0.04047619047619048,0.0494047619047619,0.033928571428571426,0.007142857142857143,0.08452380952380953,0.13392857142857142,0.16130952380952382,0.12023809523809524,0.21369047619047618,0.011904761904761904,0.025,0.0125
"Census Tract 91.01, Adams County, Colorado!!Estimate","1,596",08001009101,0.02631578947368421,0.0,0.014411027568922305,0.016290726817042606,0.010025062656641603,0.016917293233082706,0.008771929824561403,0.06015037593984962,0.10338345864661654,0.12844611528822056,0.14411027568922305,0.20300751879699247,0.09461152882205513,0.08521303258145363,0.06015037593984962,0.02819548872180451
"Census Tract 91.03, Adams County, Colorado!!Estimate","1,143",08001009103,0.03587051618547681,0.031496062992125984,0.04374453193350831,0.026246719160104987,0.04199475065616798,0.05249343832020997,0.1294838145231846,0.0568678915135608,0.03499562554680665,0.16272965879265092,0.1216097987751531,0.11723534558180228,0.0647419072615923,0.0673665791776028,0.013123359580052493,0.0
"Census Tract 91.04, Adams County, Colorado!!Estimate","1,978",08001009104,0.07684529828109202,0.04044489383215369,0.04903943377148635,0.017189079878665317,0.0672396359959555,0.05308392315470172,0.03943377148634985,0.05156723963599596,0.01314459049544995,0.07280080889787664,0.13801820020222447,0.15874620829120323,0.09908998988877654,0.07330637007077856,0.041456016177957536,0.008594539939332659
"Census Tract 92.02, Adams County, Colorado!!Estimate","1,380",08001009202,0.029710144927536233,0.04565217391304348,0.025362318840579712,0.012318840579710146,0.04565217391304348,0.013768115942028985,0.07173913043478261,0.04782608695652174,0.12173913043478261,0.10579710144927536,0.09782608695652174,0.1471014492753623,0.186231884057971,0.030434782608695653,0.01884057971014493,0.0
"Census Tract 92.03, Adams County, Colorado!!Estimate","2,042",08001009203,0.07590597453476983,0.02497551420176298,0.011753183153770812,0.051420176297747304,0.039177277179236046,0.06317335945151811,0.05680705190989226,0.08031341821743389,0.021547502448579822,0.08961802154750245,0.267384916748286,0.10773751224289912,0.0416258570029383,0.04211557296767875,0.01909892262487757,0.007345739471106758
"Census Tract 92.04, Adams County, Colorado!!Estimate","2,643",08001009204,0.03026863412788498,0.029133560348089293,0.0650775633749527,0.014755959137343927,0.029133560348089293,0.03329549754067348,0.04918653045781309,0.04540295119182747,0.053348467650397274,0.06545592130155127,0.12485811577752554,0.19825955353764663,0.1562618236852062,0.06961785849413545,0.03594400302686341,0.0
"Census Tract 92.06, Adams County, Colorado!!Estimate","1,022",08001009206,0.02837573385518591,0.036203522504892366,0.04500978473581213,0.005870841487279843,0.03424657534246575,0.016634050880626222,0.04207436399217221,0.0,0.05675146771037182,0.046966731898238745,0.19960861056751467,0.08904109589041095,0.14090019569471623,0.0949119373776908,0.06555772994129158,0.09784735812133072
"Census Tract 92.07, Adams County, Colorado!!Estimate","1,460",08001009207,0.03904109589041096,0.008904109589041096,0.036986301369863014,0.028767123287671233,0.043835616438356165,0.04726027397260274,0.0273972602739726,0.036301369863013695,0.022602739726027398,0.05958904109589041,0.15616438356164383,0.14589041095890412,0.07534246575342465,0.07328767123287672,0.15958904109589042,0.03904109589041096
"Census Tract 93.04, Adams County, Colorado!!Estimate","2,273",08001009304,0.011438627364716234,0.003959524857017158,0.161460624725033,0.0,0.014958205015398152,0.086229652441707,0.02199736031676199,0.03343598768147822,0.06291245050593929,0.11218653761548614,0.11966564012318522,0.09898812142542895,0.086229652441707,0.09282886053673559,0.03343598768147822,0.06027276726792785
"Census Tract 93.06, Adams County, Colorado!!Estimate","1,164",08001009306,0.036941580756013746,0.022336769759450172,0.03865979381443299,0.007731958762886598,0.054982817869415807,0.014604810996563574,0.05154639175257732,0.04209621993127148,0.020618556701030927,0.15463917525773196,0.21391752577319587,0.11769759450171821,0.06872852233676977,0.07560137457044673,0.03264604810996564,0.04725085910652921
"Census Tract 93.07, Adams County, Colorado!!Estimate","1,079",08001009307,0.042632066728452274,0.0,0.014828544949026877,0.03151065801668211,0.07228915662650602,0.061167747914735865,0.0,0.03429101019462465,0.010194624652455977,0.11121408711770157,0.1056533827618165,0.2381835032437442,0.1334569045412419,0.09082483781278962,0.047265987025023166,0.006487488415199258
"Census Tract 93.08, Adams County, Colorado!!Estimate","1,416",08001009308,0.0035310734463276836,0.015536723163841809,0.041666666666666664,0.007768361581920904,0.04025423728813559,0.03389830508474576,0.1348870056497175,0.043785310734463276,0.015536723163841809,0.11581920903954802,0.125,0.12146892655367232,0.1292372881355932,0.03177966101694915,0.12641242937853106,0.013418079096045197
"Census Tract 93.09, Adams County, Colorado!!Estimate","1,543",08001009309,0.0440699935191186,0.05832793259883344,0.10434219053791316,0.018794556059624108,0.027219701879455604,0.050550874918988985,0.05897602073882048,0.05508749189889825,0.06740116655865197,0.049902786779001944,0.08360337005832794,0.17044718081659105,0.0881399870382372,0.0661049902786779,0.04018146467919637,0.016850291639662993
"Census Tract 93.10, Adams County, Colorado!!Estimate","1,692",08001009310,0.013002364066193853,0.02541371158392435,0.041371158392434985,0.031914893617021274,0.02127659574468085,0.05614657210401891,0.028959810874704492,0.01773049645390071,0.0715130023640662,0.09456264775413711,0.20921985815602837,0.18262411347517732,0.10460992907801418,0.0425531914893617,0.015366430260047281,0.04373522458628842
"Census Tract 93.16, Adams County, Colorado!!Estimate","2,101",08001009316,0.004283674440742504,0.02284626368396002,0.10709186101856259,0.06996668253212755,0.021894336030461686,0.09757258448357925,0.04378867206092337,0.050928129462160875,0.09614469300333174,0.12660637791527843,0.09328891004283675,0.1256544502617801,0.026653974297953357,0.04807234650166587,0.029985721085197526,0.035221323179438366
"Census Tract 93.18, Adams County, Colorado!!Estimate","2,469",08001009318,0.08829485621709195,0.05062778452814905,0.019441069258809233,0.17294451194815716,0.02227622519238558,0.09680032401782097,0.06601863102470636,0.05710814094775213,0.036857027136492505,0.09356014580801944,0.10449574726609964,0.08343458890238963,0.05103280680437424,0.0425273390036452,0.014580801944106925,0.0
"Census Tract 93.19, Adams County, Colorado!!Estimate",841,08001009319,0.10463733650416171,0.06302021403091558,0.05112960760998811,0.06302021403091558,0.08085612366230678,0.11414982164090369,0.02140309155766944,0.08085612366230678,0.005945303210463734,0.09036860879904875,0.06302021403091558,0.07966706302021404,0.093935790725327,0.02497027348394768,0.0178359096313912,0.04518430439952437
"Census Tract 93.20, Adams County, Colorado!!Estimate","1,151",08001009320,0.010425716768027803,0.09817549956559514,0.09730668983492616,0.04257167680278019,0.02780191138140747,0.12423979148566464,0.0686359687228497,0.0947002606429192,0.016507384882710686,0.046046915725456126,0.13032145960034752,0.16681146828844484,0.028670721112076455,0.04778453518679409,0.0,0.0
"Census Tract 93.21, Adams County, Colorado!!Estimate","1,178",08001009321,0.012733446519524618,0.0050933786078098476,0.03904923599320883,0.08573853989813243,0.055178268251273345,0.055178268251273345,0.0865874363327674,0.013582342954159592,0.028862478777589132,0.12478777589134125,0.1434634974533107,0.1264855687606112,0.13497453310696095,0.021222410865874362,0.022071307300509338,0.04499151103565365
"Census Tract 93.22, Adams County, Colorado!!Estimate","1,623",08001009322,0.019716574245224893,0.02895871842267406,0.06900800985828712,0.04682686383240912,0.02279728897104128,0.0474430067775724,0.08256315465187923,0.005545286506469501,0.06099815157116451,0.13431916204559458,0.1897720271102896,0.12014787430683918,0.056685150955021565,0.039433148490449786,0.0640788662969809,0.01170671595810228
"Census Tract 93.23, Adams County, Colorado!!Estimate","1,364",08001009323,0.04252199413489736,0.028592375366568914,0.009530791788856305,0.05865102639296188,0.04472140762463343,0.03592375366568915,0.08577712609970674,0.07038123167155426,0.032991202346041054,0.07258064516129033,0.10557184750733138,0.16422287390029325,0.08504398826979472,0.11510263929618768,0.028592375366568914,0.019794721407624633
"Census Tract 93.25, Adams County, Colorado!!Estimate","2,460",08001009325,0.018292682926829267,0.01951219512195122,0.1073170731707317,0.02926829268292683,0.007317073170731708,0.05975609756097561,0.021544715447154472,0.03048780487804878,0.06016260162601626,0.06341463414634146,0.09715447154471545,0.11463414634146342,0.12357723577235773,0.07073170731707316,0.08943089430894309,0.08739837398373984
"Census Tract 93.26, Adams County, Colorado!!Estimate","1,212",08001009326,0.0297029702970297,0.0,0.024752475247524754,0.012376237623762377,0.038778877887788776,0.038778877887788776,0.00825082508250825,0.00825082508250825,0.019801980198019802,0.07260726072607261,0.14108910891089108,0.2533003300330033,0.0858085808580858,0.07508250825082509,0.11138613861386139,0.08003300330033003
"Census Tract 93.27, Adams County, Colorado!!Estimate","1,633",08001009327,0.011022657685241886,0.0226576852418861,0.0612369871402327,0.0385793018983466,0.00612369871402327,0.041641151255358236,0.03184323331292101,0.012859767299448868,0.03735456215554195,0.05327617881200245,0.1745254133496632,0.13227189222290264,0.05327617881200245,0.14206981016533987,0.09001837109614207,0.09124311083894672
"Census Tract 94.01, Adams County, Colorado!!Estimate","1,637",08001009401,0.037874160048869884,0.04825901038485034,0.014660965180207697,0.02565668906536347,0.029321930360415395,0.00916310323762981,0.03665241295051924,0.033598045204642636,0.029932803909590716,0.06536346976175932,0.14783139890042762,0.18509468540012217,0.14111178985949907,0.07574832009773977,0.05253512522907758,0.06719609040928527
"Census Tract 94.06, Adams County, Colorado!!Estimate","1,650",08001009406,0.022424242424242423,0.02484848484848485,0.027878787878787878,0.006666666666666667,0.044848484848484846,0.03090909090909091,0.014545454545454545,0.030303030303030304,0.048484848484848485,0.11636363636363636,0.1103030303030303,0.2018181818181818,0.10181818181818182,0.08969696969696969,0.12,0.00909090909090909
"Census Tract 94.07, Adams County, Colorado!!Estimate","1,712",08001009407,0.07242990654205607,0.028037383177570093,0.016355140186915886,0.018107476635514017,0.07885514018691589,0.06775700934579439,0.06366822429906542,0.029205607476635514,0.0,0.07067757009345794,0.11740654205607477,0.15186915887850466,0.10105140186915888,0.07067757009345794,0.07476635514018691,0.039135514018691586
"Census Tract 94.08, Adams County, Colorado!!Estimate","1,873",08001009408,0.008542445274959957,0.0037373198077949813,0.005339028296849973,0.02989855846235985,0.025093432995194873,0.01014415376401495,0.007474639615589963,0.03577148958889482,0.02616123865456487,0.07261078483715963,0.08809396689802455,0.12760277629471437,0.0982381206620395,0.14575547250400428,0.17405232247730912,0.1414842498665243
"Census Tract 94.09, Adams County, Colorado!!Estimate","2,191",08001009409,0.01597444089456869,0.003651300775901415,0.0,0.029666818804198997,0.03696942035600183,0.008215426745778184,0.0,0.01734367868553172,0.040620721131903244,0.03788224554997718,0.07256960292104062,0.16293929712460065,0.13509812870835236,0.07987220447284345,0.16111364673664993,0.19808306709265175
"Census Tract 94.10, Adams County, Colorado!!Estimate","1,168",08001009410,0.009417808219178082,0.007705479452054794,0.026541095890410957,0.026541095890410957,0.007705479452054794,0.0,0.0,0.045376712328767124,0.0059931506849315065,0.028253424657534245,0.039383561643835614,0.15325342465753425,0.1857876712328767,0.0625,0.1857876712328767,0.21575342465753425
"Census Tract 94.11, Adams County, Colorado!!Estimate","1,327",08001009411,0.04973624717407687,0.0052750565184626974,0.015825169555388093,0.0037678975131876413,0.006028636021100226,0.0,0.009796533534287867,0.0,0.05275056518462698,0.1439336850037679,0.08967596081386586,0.13187641296156744,0.16729464958553128,0.11680482290881689,0.07686510926902788,0.1303692539562924
"Census Tract 95.01, Adams County, Colorado!!Estimate","1,079",08001009501,0.04355885078776645,0.042632066728452274,0.06580166821130677,0.06302131603336422,0.051899907321594066,0.07414272474513438,0.04077849860982391,0.04541241890639481,0.020389249304911955,0.07043558850787766,0.17608897126969417,0.11306765523632993,0.07043558850787766,0.061167747914735865,0.04911955514365153,0.012048192771084338
"Census Tract 95.02, Adams County, Colorado!!Estimate","1,562",08001009502,0.03201024327784891,0.0006402048655569782,0.026248399487836107,0.02112676056338028,0.0,0.08450704225352113,0.0941101152368758,0.013444302176696543,0.011523687580025609,0.09090909090909091,0.08706786171574904,0.1203585147247119,0.11523687580025609,0.05569782330345711,0.13188220230473752,0.11523687580025609
"Census Tract 95.53, Adams County, Colorado!!Estimate","1,344",08001009553,0.01488095238095238,0.00744047619047619,0.08482142857142858,0.026041666666666668,0.03571428571428571,0.012648809523809524,0.0662202380952381,0.029017857142857144,0.00818452380952381,0.050595238095238096,0.05803571428571429,0.4375,0.022321428571428572,0.034970238095238096,0.057291666666666664,0.05431547619047619
"Census Tract 96.03, Adams County, Colorado!!Estimate","2,472",08001009603,0.05016181229773463,0.05906148867313916,0.04773462783171521,0.04692556634304207,0.10841423948220065,0.0372168284789644,0.05461165048543689,0.07686084142394822,0.055825242718446605,0.06877022653721683,0.14684466019417475,0.11124595469255663,0.05380258899676375,0.052588996763754045,0.01982200647249191,0.010113268608414239
"Census Tract 96.04, Adams County, Colorado!!Estimate","1,676",08001009604,0.05548926014319809,0.027446300715990454,0.0662291169451074,0.06145584725536993,0.05071599045346062,0.045346062052505964,0.06682577565632458,0.03818615751789976,0.016706443914081145,0.10799522673031026,0.14976133651551313,0.1324582338902148,0.08472553699284009,0.07756563245823389,0.007756563245823389,0.011336515513126491
"Census Tract 96.06, Adams County, Colorado!!Estimate","1,046",08001009606,0.06787762906309751,0.02198852772466539,0.04397705544933078,0.07170172084130019,0.04684512428298279,0.10420650095602295,0.04875717017208413,0.021032504780114723,0.13193116634799235,0.01338432122370937,0.12715105162523901,0.07648183556405354,0.15296367112810708,0.006692160611854685,0.017208413001912046,0.04780114722753346
"Census Tract 96.07, Adams County, Colorado!!Estimate","1,716",08001009607,0.041375291375291376,0.09731934731934731,0.053613053613053616,0.024475524475524476,0.05419580419580419,0.06293706293706294,0.07867132867132867,0.05244755244755245,0.0641025641025641,0.06876456876456877,0.05710955710955711,0.09149184149184149,0.09557109557109557,0.041375291375291376,0.058857808857808856,0.057692307692307696
"Census Tract 96.08, Adams County, Colorado!!Estimate","1,349",08001009608,0.042994810971089696,0.007412898443291327,0.014825796886582653,0.029651593773165306,0.023721275018532245,0.04225352112676056,0.029651593773165306,0.0363232023721275,0.11712379540400296,0.0385470719051149,0.1111934766493699,0.14603409933283915,0.03039288361749444,0.12750185322461083,0.15567086730911786,0.04670126019273536
"Census Tract 97.51, Adams County, Colorado!!Estimate","1,388",08001009751,0.10951008645533142,0.10014409221902017,0.02377521613832853,0.0446685878962536,0.040345821325648415,0.03890489913544669,0.040345821325648415,0.002881844380403458,0.06051873198847262,0.05547550432276657,0.14337175792507204,0.180835734870317,0.08429394812680115,0.01585014409221902,0.03386167146974063,0.02521613832853026
"Census Tract 97.52, Adams County, Colorado!!Estimate",906,08001009752,0.06181015452538632,0.01434878587196468,0.02207505518763797,0.02207505518763797,0.02759381898454746,0.04966887417218543,0.04856512141280353,0.03642384105960265,0.033112582781456956,0.002207505518763797,0.16335540838852097,0.26269315673289184,0.13024282560706402,0.04415011037527594,0.06512141280353201,0.016556291390728478
"Census Tract 150, Adams County, Colorado!!Estimate","1,125",08001001500,0.14844444444444443,0.08444444444444445,0.025777777777777778,0.049777777777777775,0.049777777777777775,0.0791111111111111,0.04888888888888889,0.06755555555555555,0.05511111111111111,0.08711111111111111,0.07822222222222222,0.10044444444444445,0.048,0.042666666666666665,0.014222222222222223,0.020444444444444446
"Census Tract 600.01, Adams County, Colorado!!Estimate","1,025",08001060001,0.004878048780487805,0.012682926829268294,0.0,0.0,0.02048780487804878,0.033170731707317075,0.027317073170731707,0.0,0.00975609756097561,0.10829268292682927,0.22731707317073171,0.1775609756097561,0.09560975609756098,0.10536585365853658,0.11024390243902439,0.06731707317073171
"Census Tract 600.02, Adams County, Colorado!!Estimate","1,144",08001060002,0.006993006993006993,0.0,0.0,0.006118881118881119,0.006993006993006993,0.006993006993006993,0.005244755244755245,0.013111888111888112,0.013111888111888112,0.02097902097902098,0.09003496503496504,0.1145104895104895,0.17307692307692307,0.055944055944055944,0.19842657342657344,0.28846153846153844
"Census Tract 601, Adams County, Colorado!!Estimate","2,707",08001006010,0.009974141115626155,0.0,0.01847063169560399,0.0025858884373845584,0.009604728481714075,0.1444403398596232,0.010712966383450314,0.01810121906169191,0.020687107499076467,0.06353897303287773,0.10084964905799779,0.16882157369782047,0.05688954562246029,0.07351311414850388,0.1518285925378648,0.1499815293683044
"Census Tract 602, Adams County, Colorado!!Estimate","2,064",08001006020,0.03246124031007752,0.011627906976744186,0.005329457364341085,0.015503875968992248,0.03875968992248062,0.06492248062015504,0.030523255813953487,0.05184108527131783,0.06637596899224807,0.20300387596899225,0.12112403100775193,0.10949612403100775,0.09156976744186046,0.009205426356589148,0.046027131782945735,0.10222868217054264
"Census Tract 612, Adams County, Colorado!!Estimate",955,08001006120,0.0,0.005235602094240838,0.005235602094240838,0.0,0.008376963350785341,0.008376963350785341,0.028272251308900525,0.0062827225130890054,0.048167539267015703,0.028272251308900525,0.03664921465968586,0.05445026178010471,0.22408376963350785,0.1319371727748691,0.17382198952879582,0.24083769633507854
"Census Tract 49.51, Arapahoe County, Colorado!!Estimate","1,059",08005004951,0.0226628895184136,0.08498583569405099,0.04627006610009443,0.0,0.04343720491029273,0.07365439093484419,0.0679886685552408,0.07365439093484419,0.047214353163361665,0.17469310670443816,0.12370160528800755,0.13220018885741266,0.05288007554296506,0.05193578847969783,0.0,0.004721435316336166
"Census Tract 49.52, Arapahoe County, Colorado!!Estimate","1,862",08005004952,0.0719656283566058,0.00966702470461869,0.012352309344790547,0.0397422126745435,0.04189044038668099,0.07894736842105263,0.0,0.03168635875402793,0.028464017185821696,0.08968850698174007,0.158968850698174,0.10096670247046187,0.05155746509129968,0.18152524167561762,0.050483351235230935,0.05209452201933405
"Census Tract 55.51, Arapahoe County, Colorado!!Estimate",960,08005005551,0.07604166666666666,0.029166666666666667,0.029166666666666667,0.07916666666666666,0.0,0.0,0.06875,0.09375,0.053125,0.09375,0.209375,0.12604166666666666,0.078125,0.015625,0.029166666666666667,0.01875
"Census Tract 55.52, Arapahoe County, Colorado!!Estimate","1,253",08005005552,0.14365522745411013,0.04549082202713488,0.07262569832402235,0.06624102154828412,0.07661612130885874,0.10694333599361533,0.07901037509976057,0.007980845969672785,0.07023144453312051,0.0710295291300878,0.11173184357541899,0.05666400638467677,0.05985634477254589,0.0111731843575419,0.020750199521149242,0.0
"Census Tract 55.53, Arapahoe County, Colorado!!Estimate","1,451",08005005553,0.06202618883528601,0.01171605789110958,0.008270158511371467,0.07029634734665748,0.006202618883528601,0.09028256374913853,0.016540317022742935,0.057201929703652656,0.03239145416953825,0.06271536871123363,0.08545830461750517,0.12543073742246727,0.14679531357684356,0.04893177119228118,0.13232253618194348,0.043418332184700204
"Census Tract 56.11, Arapahoe County, Colorado!!Estimate","2,068",08005005611,0.02127659574468085,0.01402321083172147,0.012088974854932301,0.031431334622823985,0.037717601547388784,0.018858800773694392,0.03529980657640232,0.0367504835589942,0.004835589941972921,0.04448742746615087,0.059961315280464215,0.1784332688588008,0.1595744680851064,0.059477756286266927,0.11073500967117988,0.17504835589941972
"Census Tract 56.12, Arapahoe County, Colorado!!Estimate","1,284",08005005612,0.017133956386292833,0.045171339563862926,0.03660436137071651,0.035046728971962614,0.04127725856697819,0.014797507788161994,0.07087227414330217,0.019470404984423675,0.007009345794392523,0.0630841121495327,0.08489096573208722,0.09345794392523364,0.06230529595015576,0.06853582554517133,0.08333333333333333,0.2570093457943925
"Census Tract 56.14, Arapahoe County, Colorado!!Estimate","1,386",08005005614,0.031746031746031744,0.006493506493506494,0.012987012987012988,0.006493506493506494,0.012987012987012988,0.1782106782106782,0.013708513708513708,0.051226551226551224,0.030303030303030304,0.07431457431457432,0.0873015873015873,0.13564213564213565,0.12265512265512266,0.1204906204906205,0.06277056277056277,0.05266955266955267
"Census Tract 56.19, Arapahoe County, Colorado!!Estimate","1,722",08005005619,0.011614401858304297,0.04994192799070848,0.005226480836236934,0.011033681765389082,0.008130081300813009,0.02497096399535424,0.04123112659698026,0.02264808362369338,0.011614401858304297,0.08072009291521487,0.09407665505226481,0.13704994192799072,0.15040650406504066,0.04529616724738676,0.1329849012775842,0.17305458768873402
"Census Tract 56.20, Arapahoe County, Colorado!!Estimate","1,648",08005005620,0.030946601941747573,0.04429611650485437,0.019417475728155338,0.06614077669902912,0.04429611650485437,0.03944174757281554,0.0691747572815534,0.04308252427184466,0.03398058252427184,0.07463592233009708,0.09648058252427184,0.12135922330097088,0.20145631067961164,0.04247572815533981,0.03762135922330097,0.03519417475728155
"Census Tract 56.21, Arapahoe County, Colorado!!Estimate","1,099",08005005621,0.018198362147406732,0.028207461328480437,0.03821656050955414,0.006369426751592357,0.030937215650591446,0.017288444040036398,0.006369426751592357,0.04094631483166515,0.0272975432211101,0.010009099181073703,0.06187443130118289,0.11373976342129208,0.09463148316651501,0.1091901728844404,0.059144676979071886,0.3375796178343949
