,race_total_count,census_tract,white_alone_percentage_total,black_or_african_american_alone_percentage_total,american_indian_and_alaska_native_alone_percentage_total,asian_alone_percentage_total,native_hawaiian_and_other_pacific_islander_alone_percentage_total,some_other_race_alone_percentage_total
"Census Tract 102.10, Jefferson County, Colorado","3,297",08059010210,0.9202305125872005,0.008492569002123142,0.013345465574764938,0.02183803457688808,0.0,0.036093418259023353
"Census Tract 102.11, Jefferson County, Colorado","2,795",08059010211,0.8805008944543828,0.027191413237924865,0.01001788908765653,0.02254025044722719,0.00035778175313059033,0.059391771019678
"Census Tract 102.12, Jefferson County, Colorado","3,845",08059010212,0.8723016905071521,0.024187256176853057,0.011963589076723017,0.015864759427828348,0.0018205461638491547,0.07386215864759428
"Census Tract 102.13, Jefferson County, Colorado","4,130",08059010213,0.8445520581113801,0.013559322033898305,0.022276029055690073,0.023728813559322035,0.00024213075060532688,0.09564164648910412
"Census Tract 103.03, Jefferson County, Colorado","5,136",08059010303,0.9291277258566978,0.013434579439252336,0.010903426791277258,0.014797507788161994,0.0009735202492211838,0.030763239875389408
"Census Tract 103.04, Jefferson County, Colorado","2,463",08059010304,0.9236703207470565,0.013804303694681283,0.012180267965895249,0.017864393016646368,0.0008120178643930166,0.031668696711327646
"Census Tract 103.05, Jefferson County, Colorado","3,180",08059010305,0.8776729559748427,0.01289308176100629,0.020754716981132074,0.015723270440251572,0.0012578616352201257,0.07169811320754717
"Census Tract 103.06, Jefferson County, Colorado","2,403",08059010306,0.9305035372451103,0.01373283395755306,0.00749063670411985,0.0178942987931752,0.0,0.030378693300041615
"Census Tract 103.07, Jefferson County, Colorado","4,106",08059010307,0.8869946419873356,0.01826595226497808,0.018753044325377496,0.01509985387238188,0.0014612761811982464,0.05942523136872869
"Census Tract 103.08, Jefferson County, Colorado","5,901",08059010308,0.9266226063379088,0.00830367734282325,0.008812065751567531,0.022877478393492627,0.0010167768174885613,0.0323673953567192
"Census Tract 104.02, Jefferson County, Colorado","5,302",08059010402,0.8332704639758581,0.02018106374952848,0.023953225198038476,0.025650697849867975,0.002263296869105998,0.0946812523576009
"Census Tract 104.03, Jefferson County, Colorado","4,746",08059010403,0.8137378845343447,0.021491782553729456,0.02107037505267594,0.02654867256637168,0.0008428150021070375,0.11630847029077118
"Census Tract 104.05, Jefferson County, Colorado","2,364",08059010405,0.8671742808798646,0.032148900169204735,0.021573604060913704,0.02284263959390863,0.0,0.05626057529610829
"Census Tract 104.06, Jefferson County, Colorado","2,516",08059010406,0.670906200317965,0.015103338632750398,0.019475357710651828,0.021462639109697933,0.003577106518282989,0.26947535771065184
"Census Tract 105.02, Jefferson County, Colorado","4,726",08059010502,0.8821413457469318,0.014600084638171815,0.019889970376639865,0.019043588658484975,0.0008463817181548879,0.06347862886161659
"Census Tract 105.03, Jefferson County, Colorado","4,291",08059010503,0.8972267536704731,0.011419249592169658,0.008156606851549755,0.028198555115357727,0.0023304591004427873,0.05266837567000699
"Census Tract 105.04, Jefferson County, Colorado","2,745",08059010504,0.9533697632058288,0.004007285974499089,0.003278688524590164,0.02185792349726776,0.0,0.017486338797814208
"Census Tract 106.03, Jefferson County, Colorado","3,150",08059010603,0.8498412698412698,0.02095238095238095,0.02126984126984127,0.02666666666666667,0.0012698412698412698,0.08
"Census Tract 106.04, Jefferson County, Colorado","2,152",08059010604,0.8229553903345725,0.01812267657992565,0.032063197026022304,0.031133828996282528,0.0009293680297397769,0.09479553903345725
"Census Tract 107.01, Jefferson County, Colorado","3,656",08059010701,0.8911378555798687,0.015043763676148797,0.012035010940919038,0.021061269146608316,0.0008205689277899343,0.059901531728665205
"Census Tract 107.02, Jefferson County, Colorado","4,448",08059010702,0.7149280575539568,0.03259892086330935,0.02697841726618705,0.02158273381294964,0.0040467625899280575,0.19986510791366907
"Census Tract 108.01, Jefferson County, Colorado","2,314",08059010801,0.9304235090751944,0.008210890233362144,0.010803802938634399,0.013828867761452032,0.0025929127052722557,0.0341400172860847
"Census Tract 109.01, Jefferson County, Colorado","4,671",08059010901,0.8876043673731535,0.028901734104046242,0.017126953543138514,0.022050952686790838,0.004923999143652323,0.03939199314921858
"Census Tract 109.02, Jefferson County, Colorado","2,737",08059010902,0.783704786262331,0.04274753379612715,0.034344172451589335,0.04274753379612715,0.0007307270734380709,0.09572524662038728
"Census Tract 110, Jefferson County, Colorado","5,086",08059001100,0.8391663389697208,0.02477388910735352,0.02654345261502163,0.021431380259535983,0.005112072355485647,0.08297286669288242
"Census Tract 111.01, Jefferson County, Colorado","2,890",08059011101,0.8356401384083045,0.03183391003460208,0.01522491349480969,0.0314878892733564,0.0058823529411764705,0.07993079584775087
"Census Tract 111.02, Jefferson County, Colorado","2,722",08059011102,0.6847905951506246,0.06098457016899339,0.040044085231447465,0.018736223365172666,0.009551800146950772,0.18589272593681117
"Census Tract 112.02, Jefferson County, Colorado","4,848",08059011202,0.8906765676567657,0.01382013201320132,0.01278877887788779,0.016914191419141914,0.00041254125412541255,0.06538778877887788
"Census Tract 113, Jefferson County, Colorado","2,608",08059001130,0.870782208588957,0.008052147239263804,0.014570552147239263,0.020322085889570553,0.0,0.08627300613496933
"Census Tract 114.01, Jefferson County, Colorado","2,313",08059011401,0.6662343277129269,0.04755728491137051,0.028534370946822308,0.027237354085603113,0.0034587116299178555,0.22697795071335927
"Census Tract 114.02, Jefferson County, Colorado","3,311",08059011402,0.7327091513138024,0.04409543944427665,0.026578073089700997,0.02295379039565086,0.003926306251887647,0.16973723950468136
"Census Tract 115.51, Jefferson County, Colorado","3,479",08059011551,0.7510778959471113,0.05662546708824375,0.018970968669157803,0.020695602184535786,0.004599022707674619,0.1480310434032768
"Census Tract 115.52, Jefferson County, Colorado","2,433",08059011552,0.6979038224414303,0.05014385532264694,0.04438964241676942,0.02342786683107275,0.0,0.18413481298808057
"Census Tract 116.01, Jefferson County, Colorado","2,989",08059011601,0.6577450652392104,0.026430244228839078,0.03211776513884242,0.030779524924723987,0.0,0.2529274004683841
"Census Tract 116.02, Jefferson County, Colorado","3,417",08059011602,0.6950541410594089,0.02575358501609599,0.0260462393912789,0.038923031899326895,0.000877963125548727,0.21334503950834066
"Census Tract 117.01, Jefferson County, Colorado","4,069",08059011701,0.8712214303268616,0.012779552715654952,0.012779552715654952,0.04251658884246744,0.0,0.06070287539936102
"Census Tract 117.02, Jefferson County, Colorado","5,035",08059011702,0.818669314796425,0.009136047666335651,0.014299900695134062,0.0699106256206554,0.0005958291956305859,0.08738828202581926
"Census Tract 117.08, Jefferson County, Colorado","3,684",08059011708,0.9022801302931596,0.00760043431053203,0.01004343105320304,0.02225841476655809,0.0013572204125950054,0.05646036916395222
"Census Tract 117.09, Jefferson County, Colorado","3,000",08059011709,0.8723333333333333,0.008,0.015,0.03666666666666667,0.0026666666666666666,0.06533333333333333
"Census Tract 117.10, Jefferson County, Colorado","3,599",08059011710,0.8705195887746596,0.015559877743817728,0.012225618227285358,0.040566824117810506,0.0013892747985551543,0.059738816337871634
"Census Tract 117.11, Jefferson County, Colorado","3,782",08059011711,0.8796932839767319,0.020359598096245372,0.011369645690111053,0.03807509254362771,0.0015864621893178213,0.04891591750396616
"Census Tract 117.12, Jefferson County, Colorado","3,742",08059011712,0.9398717263495457,0.006146445750935329,0.008818813468733297,0.02164617851416355,0.0005344735435595938,0.022982362373062535
"Census Tract 117.20, Jefferson County, Colorado","4,679",08059011720,0.9168625774738192,0.010899764907031416,0.004488138491130583,0.04424022226971575,0.0010686044026501388,0.022440692455652916
"Census Tract 117.21, Jefferson County, Colorado","2,491",08059011721,0.9201124046567644,0.010437575270975512,0.0012043356081894822,0.047771979124849456,0.0004014452027298274,0.02007226013649137
"Census Tract 117.23, Jefferson County, Colorado","2,947",08059011723,0.8737699355276553,0.022734984730234137,0.015269765863590091,0.047166610111978285,0.0,0.04105870376654225
"Census Tract 117.24, Jefferson County, Colorado","6,862",08059011724,0.9204313611192072,0.004954823666569514,0.0052462838822500725,0.05187991839113961,0.0,0.017487612940833577
"Census Tract 117.25, Jefferson County, Colorado","1,624",08059011725,0.9415024630541872,0.0067733990147783255,0.010467980295566502,0.024630541871921183,0.0006157635467980296,0.01600985221674877
"Census Tract 117.26, Jefferson County, Colorado","5,267",08059011726,0.8940573381431555,0.005885703436491361,0.004936396430605658,0.0723371938484906,0.0,0.022783368141256883
"Census Tract 117.27, Jefferson County, Colorado","3,353",08059011727,0.8902475395168505,0.010438413361169102,0.010438413361169102,0.03638532657321801,0.0005964807634953773,0.05189382642409782
"Census Tract 117.28, Jefferson County, Colorado","2,445",08059011728,0.87280163599182,0.011860940695296524,0.0098159509202454,0.05603271983640082,0.002044989775051125,0.047443762781186095
"Census Tract 117.29, Jefferson County, Colorado","3,316",08059011729,0.844692400482509,0.023522316043425813,0.026537997587454766,0.02864897466827503,0.0033172496984318458,0.0732810615199035
"Census Tract 117.30, Jefferson County, Colorado","3,202",08059011730,0.8603997501561524,0.017176764522173642,0.017176764522173642,0.03466583385384135,0.0018738288569643974,0.06870705808869457
"Census Tract 117.31, Jefferson County, Colorado","3,901",08059011731,0.8774673160728018,0.019482184055370416,0.007946680338374775,0.058190207639066904,0.0,0.03691361189438606
"Census Tract 117.32, Jefferson County, Colorado","3,891",08059011732,0.8481110254433307,0.030583397584168594,0.021845283988691854,0.03469545104086353,0.0015420200462606013,0.06322282189668466
"Census Tract 117.33, Jefferson County, Colorado","2,068",08059011733,0.8462282398452611,0.033849129593810444,0.022727272727272728,0.04932301740812379,0.0,0.047872340425531915
"Census Tract 118.03, Jefferson County, Colorado","4,378",08059011803,0.682046596619461,0.015760621288259478,0.03174965737779808,0.09227957971676565,0.002512562814070352,0.1756509821836455
"Census Tract 118.04, Jefferson County, Colorado","3,445",08059011804,0.7367198838896952,0.012772133526850507,0.02467343976777939,0.08330914368650218,0.0008708272859216256,0.1416545718432511
"Census Tract 118.06, Jefferson County, Colorado","4,412",08059011806,0.6781504986400725,0.028558476881233003,0.025611967361740706,0.04737080689029918,0.0,0.22030825022665457
"Census Tract 118.07, Jefferson County, Colorado","2,244",08059011807,0.7883244206773619,0.02406417112299465,0.0196078431372549,0.07397504456327986,0.001336898395721925,0.09269162210338681
"Census Tract 118.08, Jefferson County, Colorado","2,323",08059011808,0.7382694791218253,0.034438226431338786,0.03314679294016358,0.03486870426173052,0.0008609556607834697,0.15841584158415842
"Census Tract 119.04, Jefferson County, Colorado","2,707",08059011904,0.8234207609900258,0.030661248614702624,0.012560029553010712,0.046176579239009974,0.002216475803472479,0.08496490579977835
"Census Tract 119.51, Jefferson County, Colorado","3,840",08059011951,0.7575520833333333,0.023177083333333334,0.01484375,0.11119791666666666,0.0010416666666666667,0.0921875
"Census Tract 120.22, Jefferson County, Colorado","5,017",08059012022,0.9382100857085908,0.008371536774965119,0.005780346820809248,0.027107833366553716,0.000996611520829181,0.019533585808251944
"Census Tract 120.23, Jefferson County, Colorado","3,082",08059012023,0.8987670343932511,0.008436080467229072,0.007787151200519144,0.05515898767034393,0.0016223231667748216,0.028228423101881894
"Census Tract 120.24, Jefferson County, Colorado","5,211",08059012024,0.9445403953175974,0.005373248896564959,0.00556515064287085,0.02801765496066014,0.0007676069852235655,0.015735943197083095
"Census Tract 120.26, Jefferson County, Colorado","3,272",08059012026,0.972799511002445,0.001528117359413203,0.005501222493887531,0.009779951100244499,0.0,0.01039119804400978
"Census Tract 120.27, Jefferson County, Colorado","2,937",08059012027,0.9635682669390535,0.0020429009193054137,0.004426285325161729,0.009533537623425264,0.0006809669731018045,0.01974804221995233
"Census Tract 120.30, Jefferson County, Colorado","3,561",08059012030,0.9710755405784892,0.003089019938219601,0.006178039876439202,0.008986239820275204,0.0,0.010671159786576805
"Census Tract 120.31, Jefferson County, Colorado","3,478",08059012031,0.9744105807935595,0.006612995974698103,0.0031627372052903968,0.0040253018976423235,0.0011500862564692352,0.010638297872340425
"Census Tract 120.32, Jefferson County, Colorado","2,465",08059012032,0.9740365111561866,0.0008113590263691683,0.00486815415821501,0.013387423935091278,0.0,0.006896551724137931
"Census Tract 120.33, Jefferson County, Colorado","2,649",08059012033,0.9690449226123066,0.009060022650056626,0.004152510381275953,0.007550018875047188,0.0,0.010192525481313703
"Census Tract 120.34, Jefferson County, Colorado","3,742",08059012034,0.964457509353287,0.002672367717797969,0.0037413148049171567,0.01870657402458578,0.0,0.01042223409941208
"Census Tract 120.35, Jefferson County, Colorado","4,741",08059012035,0.9645644378823033,0.003585741404766927,0.002109259649862898,0.018139632988820924,0.0018983336848766082,0.009702594389369332
"Census Tract 120.36, Jefferson County, Colorado","3,437",08059012036,0.9557753855106197,0.002036659877800407,0.004655222577829503,0.023567064300261856,0.0002909514111143439,0.013674716322374164
"Census Tract 120.37, Jefferson County, Colorado","3,228",08059012037,0.9671623296158612,0.0018587360594795538,0.0080545229244114,0.007744733581164808,0.0006195786864931846,0.014560099132589838
"Census Tract 120.38, Jefferson County, Colorado","3,171",08059012038,0.9221065909807632,0.008830022075055188,0.008514664143803218,0.023336486912645855,0.001892147587511826,0.03532008830022075
"Census Tract 120.39, Jefferson County, Colorado","4,710",08059012039,0.9146496815286624,0.011464968152866241,0.008917197452229299,0.02399150743099788,0.00021231422505307856,0.04076433121019108
"Census Tract 120.41, Jefferson County, Colorado","5,092",08059012041,0.8507462686567164,0.01021209740769835,0.008248232521602514,0.08857030636292224,0.0015710919088766694,0.04065200314218382
"Census Tract 120.42, Jefferson County, Colorado","3,493",08059012042,0.9023761809332952,0.008874892642427712,0.006298310907529345,0.044947036931004866,0.0008588605782994561,0.036644718007443455
"Census Tract 120.43, Jefferson County, Colorado","5,288",08059012043,0.9200075642965204,0.009077155824508321,0.01040090771558245,0.03271558245083207,0.0007564296520423601,0.027042360060514373
"Census Tract 120.44, Jefferson County, Colorado","3,612",08059012044,0.9014396456256921,0.009966777408637873,0.010243632336655593,0.046511627906976744,0.0005537098560354374,0.031284606866002214
"Census Tract 120.45, Jefferson County, Colorado","5,468",08059012045,0.9036210680321872,0.011704462326261888,0.00822970007315289,0.051207022677395755,0.0005486466715435259,0.02468910021945867
"Census Tract 120.46, Jefferson County, Colorado","2,062",08059012046,0.9010669253152279,0.012609117361784675,0.006304558680892337,0.029097963142580018,0.0024248302618816685,0.04849660523763336
"Census Tract 120.47, Jefferson County, Colorado","3,713",08059012047,0.8903851333153784,0.01858335577699973,0.01185025585779693,0.02774037166711554,0.0,0.0514408833827094
"Census Tract 120.48, Jefferson County, Colorado","2,197",08059012048,0.9449248975876194,0.0018206645425580337,0.006827492034592627,0.02230314064633591,0.0,0.024123805188893947
"Census Tract 120.49, Jefferson County, Colorado","3,477",08059012049,0.907679033649698,0.006902502157031924,0.007477710670117918,0.054069600230083406,0.0,0.02387115329306874
"Census Tract 120.50, Jefferson County, Colorado","3,750",08059012050,0.8394666666666667,0.012,0.005866666666666667,0.10986666666666667,0.0005333333333333334,0.032266666666666666
"Census Tract 120.51, Jefferson County, Colorado","3,354",08059012051,0.9445438282647585,0.0086463923673226,0.003875968992248062,0.01908169350029815,0.0011926058437686344,0.022659511031604056
"Census Tract 120.52, Jefferson County, Colorado","4,945",08059012052,0.9140546006066734,0.014762386248736097,0.008695652173913044,0.021233569261880688,0.0006066734074823053,0.04064711830131446
"Census Tract 120.53, Jefferson County, Colorado","3,458",08059012053,0.9349334875650666,0.011278195488721804,0.007807981492192018,0.020821283979178717,0.0,0.02515905147484095
"Census Tract 120.54, Jefferson County, Colorado","3,760",08059012054,0.924468085106383,0.0050531914893617025,0.007180851063829787,0.03829787234042553,0.00026595744680851064,0.02473404255319149
"Census Tract 120.55, Jefferson County, Colorado","3,524",08059012055,0.9262202043132803,0.0073779795686719635,0.00851305334846765,0.029228149829738932,0.0005675368898978433,0.028093076049943246
"Census Tract 120.57, Jefferson County, Colorado","5,250",08059012057,0.920952380952381,0.0074285714285714285,0.007619047619047619,0.03314285714285714,0.0005714285714285715,0.030285714285714287
"Census Tract 120.58, Jefferson County, Colorado","3,673",08059012058,0.9607949904710046,0.0035393411380343046,0.005989654233596515,0.012251565477811054,0.002450313095562211,0.014974135583991287
"Census Tract 120.59, Jefferson County, Colorado","3,084",08059012059,0.9348249027237354,0.0074578469520103765,0.004215304798962386,0.02204928664072633,0.0019455252918287938,0.029507133592736705
"Census Tract 120.60, Jefferson County, Colorado","2,933",08059012060,0.9260143198090692,0.013978861234231163,0.004432321854756222,0.015001704739174906,0.0013637913399249914,0.039209001022843505
"Census Tract 158, Jefferson County, Colorado","3,918",08059001580,0.8672792240939254,0.017100561510974988,0.01582440020418581,0.05130168453292496,0.0015313935681470138,0.04696273608984176
"Census Tract 159, Jefferson County, Colorado","3,044",08059001590,0.8042049934296978,0.042378449408672796,0.010512483574244415,0.06274638633377136,0.0022996057818659658,0.0778580814717477
"Census Tract 603, Jefferson County, Colorado","4,001",08059006030,0.8357910522369407,0.006498375406148463,0.006498375406148463,0.12071982004498875,0.0,0.030492376905773555
"Census Tract 604, Jefferson County, Colorado","4,702",08059006040,0.866865163760102,0.015312632922160783,0.010421097405359422,0.0674181199489579,0.0002126754572522331,0.03977031050616759
"Census Tract 605.01, Jefferson County, Colorado","9,337",08059060501,0.9161400878226411,0.007604155510335225,0.006104744564635322,0.051194173717468136,0.0004284031273428296,0.01852843525757738
"Census Tract 9804, Jefferson County, Colorado","1,103",08059009804,0.7987307343608341,0.09338168631006347,0.09156844968268359,0.014505893019038985,0.0,0.001813236627379873
"Census Tract 9808, Jefferson County, Colorado",10,08059009808,0.8,0.0,0.2,0.0,0.0,0.0
